CPU型号,CPU频率,GPU型号,RAM容量,ROM容量,id,主屏分辨率,主屏尺寸,价格,前置摄像头,后置摄像头,型号,摄像头总数,核心数,电池容量,tags,cpu
高通 骁龙615（MSM8939）游戏体验 重掉帧，纠错,1.5GHz>,,3GB>游戏运行卡顿,64GB>1.3万张照片5461首歌曲,838,800x480像素>720P普清（击败73.87%手机）,4英寸可单手打字更多4英寸手机＞,4999,500万像素>普通级像素高像素自拍手机>,1300万像素>高清级像素 样张秀>，高清像素手机>,sonim XP7s（全网通）,双摄像头（前后）>,八核>,4820mAh大电池,发热 待机 电池 续航 功耗 散热 能耗 耗电量 充电 ﻿设计 四角 背面 外型 造型 纹理 流线 锐度 外形 边角 视觉 宽度 美感 观感 外观 拉丝 弧线 弧面 颜值 比例 屏占 边框 线条 衔接,骁龙615
,2.5GHz>,,6GB>游戏运行良好,128GB>2.6万张照片1.1万首歌曲,839,2246x1080像素1080P高清（击败98.21%手机）,6.2英寸需双手打字更多6.2英寸手机＞,2249,1600万像素>高清级像素高像素自拍手机>,1600万像素+辅助景深双摄高清级像素高清像素手机>,酷比F2 Plus（全网通）,三摄像头（后双）>,八核>,3300mAh大电池大电池手机>,相机 噪点 逆光 视觉效果 白平衡 色准 清晰度 画质 色彩 拍照 像素 拍摄 夜景 立体感 照相 微距 表现力 成像 近景 夜拍 纯净度 相素,
高通 骁龙835（MSM8998），,2.45GHz,高通 Adreno540,6GB>游戏运行良好,128GB>2.6万张照片1.1万首歌曲,840,1920x1080像素>1080P高清（击败98.21%手机）,5.15英寸可单手打字更多5.15英寸手机＞,2998,800万像素>普通级像素高像素自拍手机>,双1200万像素高清级像素 样张秀>，高清像素手机>,小米6（陶瓷尊享版/移动4G）,三摄像头（后双）>,八核>,3350mAh大电池大电池手机>,发热 待机 电池 续航 功耗 散热 能耗 耗电量 充电 性价比 体验 效率 价格 外放 音量 音乐 声场 声效 环绕 立体声 响铃 声音 听歌 音质 麦克风 通话 音效 扬声器 播放器 喇叭 音响 做工 大小 边缘 触感 工艺 持握 握持 厚度 握感 摸上去 质感 材质 分量 重量 手握 尺寸 手感 切边 拿在手上 份量 相机 噪点 逆光 视觉效果 白平衡 色准 清晰度 画质 色彩 拍照 像素 拍摄 夜景 立体感 照相 微距 表现力 成像 近景 夜拍 纯净度 相素,骁龙835
,,,,,841,,,概念产品,,,小米红米5X（全网通）,,,,,
,1.3GHz>,,1GB>游戏运行卡顿,8GB>1638张照片682首歌曲,842,1280*720720P普清（击败86.79%手机）,5英寸可单手打字更多5英寸手机＞,299,200万像素>普通级像素高像素自拍手机>,500万像素普通级像素高清像素手机>,长虹S09,双摄像头（前后）>,四核>,1050mAh小电池,,
高通 骁龙820（MSM8996）,2.15GHz,高通 Adreno530,4GB>游戏运行一般,64GB>1.3万张照片5461首歌曲,843,1920x1080像素>1080P高清（击败98.21%手机）,5.5英寸可单手打字更多5.5英寸手机＞,1499,800万像素>普通级像素高像素自拍手机>,1600万像素>高清级像素 样张秀>，高清像素手机>,努比亚Z11（4GB RAM/全网通）,双摄像头（前后）>,四核>,3000mAh小电池,外放 音量 音乐 声场 声效 环绕 立体声 响铃 声音 听歌 音质 麦克风 通话 音效 扬声器 播放器 喇叭 音响 相机 噪点 逆光 视觉效果 白平衡 色准 清晰度 画质 色彩 拍照 像素 拍摄 夜景 立体感 照相 微距 表现力 成像 近景 夜拍 纯净度 相素 发热 待机 电池 续航 功耗 散热 能耗 耗电量 充电 ﻿设计 四角 背面 外型 造型 纹理 流线 锐度 外形 边角 视觉 宽度 美感 观感 外观 拉丝 弧线 弧面 颜值 比例 屏占 边框 线条 衔接 性能 速度 流畅 综合,骁龙820
高通 骁龙625（MSM8953），,2.0GHz>,高通 Adreno506,2GB>游戏运行卡顿,16GB>3276张照片1365首歌曲,844,1920x1080像素>1080P高清（击败98.21%手机）,5.5英寸可单手打字更多5.5英寸手机＞,829,500万像素>普通级像素高像素自拍手机>,1300万像素>高清级像素高清像素手机>,小米红米Note 4X（2GB RAM/全网通）,双摄像头（前后）>,八核>,4100mAh大电池,﻿设计 四角 背面 外型 造型 纹理 流线 锐度 外形 边角 视觉 宽度 美感 观感 外观 拉丝 弧线 弧面 颜值 比例 屏占 边框 线条 衔接 性价比 体验 效率 价格 外放 音量 音乐 声场 声效 环绕 立体声 响铃 声音 听歌 音质 麦克风 通话 音效 扬声器 播放器 喇叭 音响 网络 信号 做工 大小 边缘 触感 工艺 持握 握持 厚度 握感 摸上去 质感 材质 分量 重量 手握 尺寸 手感 切边 拿在手上 份量,骁龙625
联发科 MT6739,,,2GB>游戏运行卡顿,16GB>3276张照片1365首歌曲,845,1440x720像素720P普清（击败86.79%手机）,5.45英寸可单手打字更多5.45英寸手机＞,概念产品,500万像素>普通级像素高像素自拍手机>,1300万像素>高清级像素高清像素手机>,荣耀7S（全网通）,双摄像头（前后）>,,3020mAh小电池,,mt6739
高通 骁龙855,"1x2.84GHz Kryo 485
3x2.42GHz Kryo 485
4x1.8GHz Kryo 485",高通 Adreno640,6GB>游戏运行良好,64/128GB1.3万张照片5461首歌曲,846,2248x1080像素1080P高清（击败98.21%手机）,6.2英寸需双手打字更多6.2英寸手机＞,即将上市,800万像素宽镜头+1.22μm自动对焦TOF相机普通级像素高像素自拍手机>,1300万像素广角镜头+1200万像素长焦镜头+1200万标准镜头高清级像素高清像素手机>,LG G8s ThinQ,五摄像头（前二后三）,八核>,3550mAh大电池大电池手机>,,骁龙855
高通 骁龙835（MSM8998），,1.9GHz>,,6GB>游戏运行良好,,847,2560x1440像素>2K超清（击败99.81%手机）,5.5英寸可单手打字更多5.5英寸手机＞,概念产品,,,Moto Z（2017版/全网通）,,八核>,,,骁龙835
高通 骁龙210（MSM8909）,1.0GHz>,,1GB>游戏运行卡顿,8GB>1638张照片682首歌曲,848,1280x720像素>720P普清（击败86.79%手机）,5英寸可单手打字更多5英寸手机＞,299,200万像素>普通级像素高像素自拍手机>,500万像素普通级像素高清像素手机>,长虹C01（全网通）,双摄像头（前后）>,四核>,2000mAh小电池,,骁龙210
高通 骁龙625（MSM8953），,2.0GHz>,高通 Adreno506,4GB>游戏运行一般,64GB/128GB1.3万张照片5461首歌曲,849,1920x1080像素>1080P高清（击败98.21%手机）,5.5英寸可单手打字更多5.5英寸手机＞,3329,1300万像素>高清级像素高像素自拍手机>,1200万像素>高清级像素高清像素手机>,YotaPhone YOTA3（墨知版/全网通）,双摄像头（前后）>,八核>,3300mAh大电池大电池手机>,,骁龙625
高通 骁龙845，,,,6游戏运行良好,641.3万张照片5461首歌曲,850,2340x1080像素>1080P高清（击败98.21%手机）,6.5英寸需双手打字更多6.5英寸手机＞,概念产品,2000万像素高清级像素高像素自拍手机>,2000万像素+1600万像素+800万像素高清级像素高清像素手机>,索尼Xperia XZ4 Compact（全网通）,四摄像头（后三）>,八核>,3500mAh大电池大电池手机>,,骁龙845
,,,4GB>游戏运行一般,64GB>1.3万张照片5461首歌曲,851,2520x1080像素1080P高清（击败98.21%手机）,5.7英寸可单手打字更多5.7英寸手机＞,概念产品,,,索尼Xperia 4（全网通）,,八核>,2800mAh小电池,,
联发科 MT6750,1.5GHz>,,4GB>游戏运行一般,64GB>1.3万张照片5461首歌曲,852,1440x720像素720P普清（击败86.79%手机）,5.5英寸可单手打字更多5.5英寸手机＞,799,500万像素>普通级像素高像素自拍手机>,800万像素>普通级像素高清像素手机>,酷派酷玩7C（4GB RAM/全网通）,双摄像头（前后）>,八核>,2500mAh小电池,发热 待机 电池 续航 功耗 散热 能耗 耗电量 充电,mt6750
高通 骁龙845，,,,6GB/8GB游戏运行流畅,64GB/128GB/256GB1.3万张照片5461首歌曲,853,,,概念产品,,1600万像素+1200万像素+800万像素高清级像素高清像素手机>,诺基亚11（全网通）,,,3860mAh大电池大电池手机>,,骁龙845
,,,6GB>游戏运行良好,128GB>2.6万张照片1.1万首歌曲,854,,6.18英寸需双手打字更多6.18英寸手机＞,2299,800万像素>普通级像素高像素自拍手机>,1200万像素+500万像素高清级像素高清像素手机>,中国移动N5 pro（6GB RAM/全网通）,三摄像头（后双）>,,3300mAh大电池大电池手机>,发热 待机 电池 续航 功耗 散热 能耗 耗电量 充电 ﻿设计 四角 背面 外型 造型 纹理 流线 锐度 外形 边角 视觉 宽度 美感 观感 外观 拉丝 弧线 弧面 颜值 比例 屏占 边框 线条 衔接 做工 大小 边缘 触感 工艺 持握 握持 厚度 握感 摸上去 质感 材质 分量 重量 手握 尺寸 手感 切边 拿在手上 份量,
高通 骁龙821（MSM8996 Pro），,2.4GHz,,6GB>游戏运行良好,128GB>2.6万张照片1.1万首歌曲,855,1920x1080像素>1080P高清（击败98.21%手机）,5.2英寸可单手打字更多5.2英寸手机＞,4728,,2000万像素高清级像素 样张秀>，高清像素手机>,中兴Axon M（6GB RAM/全网通）,单摄像头>,四核>,3180mAh小电池,相机 噪点 逆光 视觉效果 白平衡 色准 清晰度 画质 色彩 拍照 像素 拍摄 夜景 立体感 照相 微距 表现力 成像 近景 夜拍 纯净度 相素,骁龙821
,,,,,856,,,概念产品,,,诺基亚X（全网通）,,,,,
高通 骁龙430,1.401GHz（大四核），1.094GHz（小四核）,,4GB>游戏运行一般,64GB>1.3万张照片5461首歌曲,857,1440x720像素720P普清（击败86.79%手机）,5.99英寸可单手打字更多5.99英寸手机＞,1599,500万像素>普通级像素高像素自拍手机>,1300万像素>高清级像素高清像素手机>,SUGAR Y15（全网通）,双摄像头（前后）>,八核>,4000mAh大电池,做工 大小 边缘 触感 工艺 持握 握持 厚度 握感 摸上去 质感 材质 分量 重量 手握 尺寸 手感 切边 拿在手上 份量,骁龙430
高通 骁龙450,,,4GB>游戏运行一般,64GB>1.3万张照片5461首歌曲,858,,6.19英寸需双手打字更多6.19英寸手机＞,1499,800万像素>普通级像素高像素自拍手机>,1300万像素+200万像素高清级像素高清像素手机>,中国移动N5（4GB RAM/全网通）,三摄像头（后双）>,八核>,3400mAh大电池大电池手机>,,骁龙450
联发科 Helio P25，,2.2GHz>,,4GB/6GB游戏运行良好,64GB/128GB1.3万张照片5461首歌曲,859,1920x1080像素>1080P高清（击败98.21%手机）,5.46英寸可单手打字更多5.46英寸手机＞,概念产品,2000万像素高清级像素高像素自拍手机>,2000万像素+1200万像素高清级像素高清像素手机>,魅族魅蓝M811Q（全网通）,三摄像头（后双）>,八核>,2940mAh小电池,,helio p25
高通 骁龙410（MSM8916）游戏体验 重掉帧，纠错,1.2GHz>,,1GB>游戏运行卡顿,8GB>1638张照片682首歌曲,860,960x540像素>720P普清（击败76.58%手机）,5.5英寸可单手打字更多5.5英寸手机＞,369,200万像素>普通级像素高像素自拍手机>,800万像素>普通级像素 样张秀>，高清像素手机>,酷派B770（1GB RAM/移动4G）,双摄像头（前后）>,四核>,2500mAh小电池,发热 待机 电池 续航 功耗 散热 能耗 耗电量 充电 做工 大小 边缘 触感 工艺 持握 握持 厚度 握感 摸上去 质感 材质 分量 重量 手握 尺寸 手感 切边 拿在手上 份量 相机 噪点 逆光 视觉效果 白平衡 色准 清晰度 画质 色彩 拍照 像素 拍摄 夜景 立体感 照相 微距 表现力 成像 近景 夜拍 纯净度 相素 ﻿设计 四角 背面 外型 造型 纹理 流线 锐度 外形 边角 视觉 宽度 美感 观感 外观 拉丝 弧线 弧面 颜值 比例 屏占 边框 线条 衔接,骁龙410
联发科 MT6735P,1.0GHz>,,1GB>游戏运行卡顿,8GB>1638张照片682首歌曲,861,1280x720像素>720P普清（击败86.79%手机）,5英寸可单手打字更多5英寸手机＞,299,200万像素>普通级像素高像素自拍手机>,800万像素>普通级像素高清像素手机>,酷派8722V（标准版/移动4G）,双摄像头（前后）>,,2000mAh小电池,﻿设计 四角 背面 外型 造型 纹理 流线 锐度 外形 边角 视觉 宽度 美感 观感 外观 拉丝 弧线 弧面 颜值 比例 屏占 边框 线条 衔接 做工 大小 边缘 触感 工艺 持握 握持 厚度 握感 摸上去 质感 材质 分量 重量 手握 尺寸 手感 切边 拿在手上 份量 相机 噪点 逆光 视觉效果 白平衡 色准 清晰度 画质 色彩 拍照 像素 拍摄 夜景 立体感 照相 微距 表现力 成像 近景 夜拍 纯净度 相素 外放 音量 音乐 声场 声效 环绕 立体声 响铃 声音 听歌 音质 麦克风 通话 音效 扬声器 播放器 喇叭 音响 发热 待机 电池 续航 功耗 散热 能耗 耗电量 充电 性价比 体验 效率 价格,mt6735
高通 骁龙S4 Plus（MSM8960）,1.5GHz>,高通 Adreno305,2GB>游戏运行卡顿,16GB>3276张照片1365首歌曲,862,1280x720像素>720P普清（击败86.79%手机）,5英寸可单手打字更多5英寸手机＞,1600,200万像素>普通级像素高像素自拍手机>,800万像素>普通级像素高清像素手机>,黑莓Leap（联通4G）,双摄像头（前后）>,,2800mAh小电池,,
高通 骁龙625（MSM8953）,2.0GHz>,高通 Adreno506,4GB>游戏运行一般,64GB>1.3万张照片5461首歌曲,863,1620x1080像素1080P高清（击败98.21%手机）,4.5英寸可单手打字更多4.5英寸手机＞,2999,800万像素>普通级像素高像素自拍手机>,1200万像素>高清级像素高清像素手机>,黑莓KEYone（4GB RAM/精英版/全网通）,双摄像头（前后）>,八核>,3505mAh大电池大电池手机>,﻿设计 四角 背面 外型 造型 纹理 流线 锐度 外形 边角 视觉 宽度 美感 观感 外观 拉丝 弧线 弧面 颜值 比例 屏占 边框 线条 衔接 相机 噪点 逆光 视觉效果 白平衡 色准 清晰度 画质 色彩 拍照 像素 拍摄 夜景 立体感 照相 微距 表现力 成像 近景 夜拍 纯净度 相素 做工 大小 边缘 触感 工艺 持握 握持 厚度 握感 摸上去 质感 材质 分量 重量 手握 尺寸 手感 切边 拿在手上 份量 性能 速度 流畅 综合,骁龙625
联发科 MT6750，,,,4GB>游戏运行一般,64GB>1.3万张照片5461首歌曲,864,1440x720像素720P普清（击败86.79%手机）,5.7英寸可单手打字更多5.7英寸手机＞,1079,1300万像素>高清级像素高像素自拍手机>,1300万像素+800万像素高清级像素高清像素手机>,国美S7（全网通）,三摄像头（后双）>,八核>,4000mAh大电池,,mt6750
联发科 MT6750N,,Mali-T860 MP2,2GB/3GB游戏运行卡顿,16GB/32GB3276张照片1365首歌曲,865,1440x720像素720P普清（击败86.79%手机）,5.2英寸可单手打字更多5.2英寸手机＞,即将上市,800万像素>普通级像素高像素自拍手机>,1300万像素>高清级像素高清像素手机>,诺基亚3.1（全网通）,双摄像头（前后）>,八核>,2990mAh小电池,,mt6750
联发科 Helio P10,2.0GHz（大四核），1.1GHz（小四核）,Mali-T860 MP2,3GB/4GB游戏运行一般,32GB/64GB6553张照片2730首歌曲,866,1920x1080像素>1080P高清（击败98.21%手机）,5.2英寸可单手打字更多5.2英寸手机＞,1288,,1600万像素>高清级像素高清像素手机>,HTC U Play（全网通）,双摄像头（前后）>,八核>,2500mAh小电池,性能 速度 流畅 综合,helio p10
,1.3GHz>,,2GB>游戏运行卡顿,16GB>3276张照片1365首歌曲,867,1280x720像素>720P普清（击败86.79%手机）,5英寸可单手打字更多5英寸手机＞,375,200万像素>普通级像素高像素自拍手机>,800万像素>普通级像素高清像素手机>,康佳D6S（移动4G）,双摄像头（前后）>,,2000mAh小电池,,
,,,6GB/8GB游戏运行流畅,128GB/256GB/512GB2.6万张照片1.1万首歌曲,868,3840x2160像素>4K超高清（击败99.99%手机）,6.2英寸需双手打字更多6.2英寸手机＞,概念产品,双1300万像素高清级像素高像素自拍手机>,1900万像素+1200万像素高清级像素高清像素手机>,索尼Xperia Flex（全网通）,四摄像头（前双+后双）>,,4500mAh大电池,,
高通 骁龙游戏体验 重掉帧(击败9%手机),,高通 Adreno505,3GB>游戏运行卡顿,32GB>6553张照片2730首歌曲,869,1440x720像素720P普清（击败86.79%手机）,5.7英寸可单手打字更多5.7英寸手机＞,1079,1600万像素>高清级像素高像素自拍手机>,1300万像素>高清级像素 样张秀>，高清像素手机>,SUGAR SOAP R11（标准版/全网通）,双摄像头（前后）>,八核>,3000mAh小电池,做工 大小 边缘 触感 工艺 持握 握持 厚度 握感 摸上去 质感 材质 分量 重量 手握 尺寸 手感 切边 拿在手上 份量,
